lot;wafer;response;class
lot9;12;0.3636;good
lot9;13;0.4032;good
lot9;14;0.3816;good
lot9;15;0.4086;good
lot9;16;0.37799999999999995;good
lot9;17;0.414;good
lot9;18;0.3726;good
lot9;19;0.414;good
lot9;20;0.3852;good
lot9;21;0.405;good
lot9;22;0.3672;good
lot9;23;0.4122;good
lot9;24;0.36;good
lot9;25;0.405;good
lot10;1;0.4086;good
lot10;2;0.4032;good
lot10;3;0.441;good
lot10;4;0.4032;good
lot10;5;0.4266;good
lot10;6;0.414;good
lot10;7;0.423;good
lot10;8;0.4086;good
lot10;9;0.441;good
lot10;10;0.414;good
lot10;11;0.4320000000000001;good
lot10;12;0.4266;good
lot10;13;0.4320000000000001;good
lot10;14;0.4266;good
lot10;15;0.45;good
lot10;16;0.423;good
lot10;17;0.45;good
lot10;18;0.45;good
lot10;19;0.45899999999999996;good
lot10;20;0.441;good
lot10;21;0.4716;good
lot10;22;0.441;good
lot10;23;0.46799999999999997;good
lot10;24;0.4626;good
lot10;25;0.4572;good
lot11;1;0.405;good
lot11;2;0.405;good
lot11;3;0.4086;good
lot11;4;0.3996;good
lot11;5;0.405;good
lot11;6;0.405;good
lot11;7;0.3906;good
lot11;8;0.3996;good
lot11;9;0.387;good
lot11;10;0.387;good
lot11;11;0.3816;good
lot11;12;0.387;good
lot11;13;0.387;good
lot11;14;0.9792;bad
lot11;15;0.387;good
lot11;16;0.387;good
lot11;17;0.3906;good
lot11;18;0.387;good
lot11;19;0.37799999999999995;good
lot11;20;0.3816;good
lot11;21;0.37799999999999995;good
lot11;22;0.3816;good
lot11;23;0.3816;good
lot11;24;0.3906;good
lot11;25;0.3636;good
lot12;1;0.3636;good
lot12;2;0.37799999999999995;good
lot12;3;0.9684;bad
lot12;4;0.387;good
lot12;5;0.36;good
lot12;6;0.387;good
lot12;7;0.369;good
lot12;8;0.37799999999999995;good
lot12;9;0.36;good
lot12;10;0.3906;good
lot12;11;0.369;good
lot12;12;0.387;good
lot12;13;0.369;good
lot12;14;0.396;good
lot12;15;0.369;good
lot12;16;0.387;good
lot12;17;0.3636;good
lot12;18;0.387;good
lot12;19;0.3636;good
lot12;20;0.396;good
lot12;21;0.3726;good
lot12;22;0.387;good
lot12;23;0.9882;bad
lot12;24;0.387;good
lot12;25;0.4068;good
lot13;1;0.369;good
lot13;2;0.3996;good
lot13;3;0.4086;good
lot13;4;0.3996;good
lot13;5;0.396;good
lot13;6;0.423;good
lot13;7;0.396;good
lot13;8;0.4086;good
lot13;9;0.4176;good
lot13;10;0.405;good
lot13;11;0.4176;good
lot13;12;0.441;good
lot13;13;0.3906;good
lot13;14;0.414;good
lot13;15;0.4122;good
lot13;16;0.387;good
lot13;17;0.396;good
lot13;18;0.405;good
lot13;19;0.37799999999999995;good
lot13;20;0.387;good
lot13;21;0.396;good
lot13;22;0.3816;good
lot13;23;0.387;good
lot13;24;0.3996;good
lot13;25;0.3672;good
lot15;1;0.387;good
lot15;2;0.3996;good
lot15;3;0.3996;good
lot15;4;1.8252;bad
lot15;5;1.8828;bad
lot15;6;0.4176;good
lot15;7;0.3726;good
lot15;8;0.9792;bad
lot15;9;0.3888;good
lot15;10;0.3906;good
lot15;11;0.37799999999999995;good
lot15;12;0.396;good
lot15;13;0.9612;bad
lot15;14;0.396;good
lot15;15;0.3726;good
lot15;16;0.3816;good
lot15;17;0.3672;good
lot15;18;1.2690000000000001;bad
lot15;19;0.36;good
lot15;20;0.3996;good
lot15;21;0.369;good
lot15;22;0.3906;good
lot15;23;0.9684;bad
lot15;24;0.4086;good
lot15;25;0.486;good
lot16;1;0.4176;good
lot16;2;0.4356;good
lot16;3;0.4176;good
lot16;4;0.4176;good
lot16;5;0.4176;good
lot16;6;0.4356;good
lot16;7;0.4356;good
lot16;8;0.4320000000000001;good
lot16;9;0.4176;good
lot16;10;0.423;good
lot16;11;0.414;good
lot16;12;0.423;good
lot16;14;0.4176;good
lot16;15;0.4266;good
lot16;16;0.4266;good
lot16;17;0.4122;good
lot16;18;0.4266;good
lot16;19;0.4266;good
lot16;20;0.414;good
lot16;21;0.4176;good
lot16;22;0.4266;good
lot16;23;0.4266;good
lot16;24;0.4266;good
lot16;25;0.4302;good
lot17;1;0.4176;good
lot17;2;0.423;good
lot17;3;0.414;good
lot17;4;0.414;good
lot17;5;0.414;good
lot17;6;0.414;good
lot17;7;0.4086;good
lot17;8;0.4266;good
lot17;9;0.4086;good
lot17;10;0.423;good
lot17;11;0.4176;good
lot17;12;0.4176;good
lot17;13;0.405;good
lot17;14;0.4356;good
lot17;15;0.4176;good
lot17;16;0.4176;good
lot17;17;0.4266;good
lot17;18;0.414;good
lot17;19;0.4086;good
lot17;20;0.4356;good
lot17;21;0.4176;good
lot17;22;0.4212;good
lot17;23;0.4176;good
lot17;24;0.423;good
lot17;25;0.3906;good
lot18;1;0.4176;good
lot18;2;0.4086;good
lot18;3;0.423;good
lot18;4;0.4356;good
lot18;5;0.4176;good
lot18;6;0.4392;good
lot18;7;0.4446;good
lot18;8;0.4356;good
lot18;9;0.45;good
lot18;10;0.4320000000000001;good
lot18;11;0.4446;good
lot18;12;0.4446;good
lot18;13;0.45;good
lot18;14;0.4356;good
lot18;15;0.4446;good
lot18;16;0.4536;good
lot18;17;0.4446;good
lot18;18;0.45;good
lot18;19;0.4536;good
lot18;20;0.4446;good
lot18;21;0.441;good
lot18;22;0.4572;good
lot18;23;0.441;good
lot18;24;0.4482;good
lot18;25;0.4356;good
lot19;1;0.396;good
lot19;2;0.423;good
lot19;3;0.3996;good
lot19;4;0.4302;good
lot19;5;0.387;good
lot19;6;0.4122;good
lot19;7;0.4176;good
lot19;8;0.3906;good
lot19;9;0.405;good
lot19;10;0.4302;good
lot19;11;0.387;good
lot19;12;0.4176;good
lot19;13;0.4176;good
lot19;14;0.37799999999999995;good
lot19;15;0.396;good
lot19;16;0.405;good
lot19;17;0.3726;good
lot19;18;0.3996;good
lot19;19;0.3996;good
lot19;20;0.37799999999999995;good
lot19;21;0.387;good
lot19;22;0.4086;good
lot19;23;0.36;good
lot19;24;0.3996;good
lot19;25;0.3906;good
lot21;1;0.414;good
lot21;2;0.4266;good
lot21;3;0.4086;good
lot21;4;0.4176;good
lot21;5;0.4608;good
lot21;6;0.4086;good
lot21;7;0.423;good
lot21;8;0.4428;good
lot21;9;0.3996;good
lot21;10;0.4176;good
lot21;11;0.405;good
lot21;12;0.396;good
lot21;13;1.0008;bad
lot21;14;0.414;good
lot21;15;0.9990000000000001;bad
lot21;16;0.4176;good
lot21;17;0.414;good
lot21;18;0.3996;good
lot21;19;0.414;good
lot21;20;0.4176;good
lot21;21;0.3996;good
lot21;22;0.4086;good
lot21;23;0.414;good
lot21;24;0.396;good
lot21;25;0.405;good
lot24;1;0.396;good
lot24;2;0.3906;good
lot24;3;0.37799999999999995;good
lot24;4;0.387;good
lot24;5;0.3726;good
lot24;6;0.3726;good
lot24;7;0.3906;good
lot24;8;0.3906;good
lot24;9;0.3816;good
lot24;10;0.3996;good
lot24;11;0.3906;good
lot24;12;0.37799999999999995;good
lot24;13;0.3816;good
lot24;14;0.37799999999999995;good
lot24;15;0.36;good
lot24;16;0.3996;good
lot24;17;0.3816;good
lot24;18;0.37799999999999995;good
lot24;19;0.3906;good
lot24;20;0.3906;good
lot24;21;0.3726;good
lot24;22;0.405;good
lot24;23;0.387;good
lot24;24;0.387;good
lot24;25;0.396;good
lot25;1;0.4356;good
lot25;2;0.46799999999999997;good
lot25;3;0.45;good
lot25;4;0.4716;good
lot25;5;0.45;good
lot25;6;0.4716;good
lot25;7;0.45899999999999996;good
lot25;8;0.4896;good
lot25;9;0.45;good
lot25;10;0.47700000000000004;good
lot25;11;0.4626;good
lot25;12;0.4662;good
lot25;13;0.4392;good
lot25;14;0.46799999999999997;good
lot25;15;0.45899999999999996;good
lot25;16;0.4536;good
lot25;17;0.46799999999999997;good
lot25;18;0.45;good
lot25;19;0.4518;good
lot25;20;0.504;good
lot25;21;0.4824;good
lot25;22;0.47700000000000004;good
lot25;23;0.4662;good
lot25;24;0.4806;good
lot25;25;0.4752;good
lot27;1;1.818;bad
lot27;2;1.7694;bad
lot27;3;1.818;bad
lot27;4;1.8612;bad
lot27;5;1.8036;bad
lot27;6;1.8756;bad
lot27;7;1.8359999999999999;bad
lot27;8;1.8756;bad
lot27;9;1.8396;bad
lot27;10;1.8306;bad
lot27;11;1.827;bad
lot27;12;1.8666;bad
lot27;13;1.8162;bad
lot27;14;1.8630000000000002;bad
lot27;15;1.8306;bad
lot27;16;1.8486;bad
lot27;17;1.8126;bad
lot27;18;1.8702;bad
lot27;19;1.8468;bad
lot27;20;1.8846;bad
lot27;21;1.8216;bad
lot27;22;1.8702;bad
lot27;23;1.8719999999999999;bad
lot27;24;1.9332;bad
lot27;25;1.8936;bad
lot29;1;0.4086;good
lot29;2;0.414;good
lot29;3;0.396;good
lot29;4;0.4320000000000001;good
lot29;5;0.405;good
lot29;6;0.414;good
lot29;7;0.4086;good
lot29;8;0.423;good
lot29;9;0.396;good
lot29;10;0.4266;good
lot29;11;0.3996;good
lot29;12;0.414;good
lot29;13;0.4086;good
lot29;14;0.414;good
lot29;15;0.4086;good
lot29;16;0.4320000000000001;good
lot29;17;0.396;good
lot29;18;0.423;good
lot29;19;0.4176;good
lot29;20;0.414;good
lot29;21;0.4176;good
lot29;22;0.4266;good
lot29;23;0.423;good
lot29;24;0.4356;good
lot29;25;0.4446;good
lot31;1;0.414;good
lot31;2;0.4086;good
lot31;3;0.4176;good
lot31;5;0.4266;good
lot31;6;0.3996;good
lot31;7;0.4320000000000001;good
lot31;8;0.3906;good
lot31;9;0.4086;good
lot31;10;0.396;good
lot31;11;0.4302;good
lot31;12;0.387;good
lot31;13;0.4266;good
lot31;14;0.387;good
lot31;15;0.4086;good
lot31;16;0.396;good
lot31;17;0.4086;good
lot31;18;0.37799999999999995;good
lot31;19;0.423;good
lot31;20;0.3816;good
lot31;21;0.405;good
lot31;23;0.405;good
lot31;24;0.369;good
lot31;25;0.423;good
lot32;1;0.4176;good
lot32;2;0.423;good
lot32;3;0.414;good
lot32;4;0.4176;good
lot32;5;0.4266;good
lot32;6;0.4176;good
lot32;7;0.9540000000000001;bad
lot32;8;0.405;good
lot32;9;0.4176;good
lot32;10;0.3996;good
lot32;11;0.4176;good
lot32;12;0.4086;good
lot32;13;0.4086;good
lot32;14;0.405;good
lot32;15;0.981;bad
lot32;16;0.387;good
lot32;17;0.414;good
lot32;18;0.396;good
lot32;19;0.414;good
lot32;20;0.4086;good
lot32;21;0.414;good
lot32;22;0.3996;good
lot32;23;0.4266;good
lot32;24;0.405;good
lot32;25;0.423;good
lot33;1;1.8828;bad
lot33;2;1.98;bad
lot33;3;1.0152;bad
lot33;4;0.414;good
lot33;5;0.4320000000000001;good
lot33;6;0.9936;bad
lot33;7;1.008;bad
lot33;8;0.9936;bad
lot33;9;0.4266;good
lot33;10;1.0008;bad
lot33;11;0.414;good
lot33;12;1.8558;bad
lot33;13;1.8756;bad
lot33;14;1.0979999999999999;bad
lot33;15;0.414;good
lot33;16;0.9882;bad
lot33;17;0.9846;bad
lot33;18;1.8702;bad
lot33;19;1.0116;bad
lot33;20;0.9684;bad
lot33;21;0.414;good
lot33;22;0.441;good
lot33;23;1.0872;bad
lot33;24;1.8486;bad
lot33;25;1.818;bad
lot35;1;1.0908;bad
lot35;2;0.7236;good
lot35;4;1.3068;bad
lot35;7;1.1412;bad
lot35;8;1.035;bad
lot35;9;0.4842;good
lot35;10;1.89;bad
lot35;11;0.4176;good
lot35;13;0.5058;good
lot35;14;1.053;bad
lot35;15;0.4302;good
lot35;16;0.414;good
lot35;17;0.3906;good
lot35;18;0.4014;good
lot35;19;1.0566;bad
lot35;20;1.9458;bad
lot35;21;1.0368;bad
lot35;22;0.3852;good
lot35;23;1.935;bad
lot35;24;0.3978;good
lot35;25;0.3996;good
lot36;1;0.423;good
lot36;2;0.405;good
lot36;3;0.4176;good
lot36;4;0.4086;good
lot36;5;0.9738;bad
lot36;6;0.3996;good
lot36;7;0.4086;good
lot36;8;0.4086;good
lot36;9;0.4086;good
lot36;10;0.396;good
lot36;11;0.4086;good
lot36;12;0.3996;good
lot36;13;0.405;good
lot36;14;0.3996;good
lot36;15;0.441;good
lot36;17;0.3996;good
lot36;18;0.396;good
lot36;19;0.387;good
lot36;20;0.3996;good
lot36;21;0.387;good
lot36;22;0.3906;good
lot36;23;0.387;good
lot36;24;0.37799999999999995;good
lot36;25;0.36;good
lot37;19;0.4086;good
lot37;20;0.4176;good
lot37;21;0.396;good
lot37;22;0.4176;good
lot37;23;0.396;good
lot37;24;0.4176;good
lot37;25;0.4176;good
lot40;1;0.405;good
lot40;2;0.3996;good
lot40;3;0.405;good
lot40;4;0.4212;good
lot40;5;0.4176;good
lot40;6;0.9882;bad
lot40;7;0.414;good
lot40;8;0.3906;good
lot40;9;1.008;bad
lot40;10;0.387;good
lot40;11;0.405;good
lot40;12;0.37799999999999995;good
lot40;13;0.405;good
lot40;14;0.3888;good
lot40;15;1.026;bad
lot40;16;0.3816;good
lot40;17;0.396;good
lot40;18;0.37799999999999995;good
lot40;19;0.396;good
lot40;20;0.9882;bad
lot40;21;0.3906;good
lot40;22;0.37799999999999995;good
lot40;23;0.3906;good
lot40;24;0.3636;good
lot40;25;0.387;good
lot46;1;0.423;good
lot46;2;0.4302;good
lot46;3;0.972;bad
lot46;4;1.8558;bad
lot46;5;0.414;good
lot46;6;1.0026;bad
lot46;7;0.9774;bad
lot46;8;0.4176;good
lot46;9;0.9702;bad
lot46;10;0.4086;good
lot46;11;0.4446;good
lot46;12;1.0602;bad
lot46;13;0.4086;good
lot46;14;0.4716;good
lot46;15;0.9612;bad
lot46;16;0.9954;bad
lot46;17;0.46799999999999997;good
lot46;18;0.9738;bad
lot46;19;0.9666;bad
lot46;20;1.0638;bad
lot46;21;0.9684;bad
lot46;22;1.5462;bad
lot46;23;0.4644;good
lot46;24;1.0206;bad
lot46;25;0.9702;bad
lot47;1;0.4536;good
lot47;2;0.414;good
lot47;3;0.46799999999999997;good
lot47;4;0.4266;good
lot47;5;0.46799999999999997;good
lot47;6;0.4176;good
lot47;7;0.4626;good
lot47;8;0.4266;good
lot47;9;0.45899999999999996;good
lot47;10;0.414;good
lot47;11;0.4626;good
lot47;12;0.423;good
lot47;14;0.4446;good
lot47;15;0.4266;good
lot47;16;0.4320000000000001;good
lot47;17;0.4356;good
lot47;18;0.441;good
lot47;19;0.423;good
lot47;20;0.423;good
lot47;21;0.4266;good
lot47;22;0.423;good
lot47;23;0.4086;good
lot47;24;0.4122;good
lot47;25;0.3996;good
lot49;1;0.3996;good
lot49;2;0.37799999999999995;good
lot49;3;0.396;good
lot49;4;0.387;good
lot49;5;0.423;good
lot49;6;0.37799999999999995;good
lot49;7;0.414;good
lot49;8;0.37799999999999995;good
lot49;9;0.396;good
lot49;10;0.3816;good
lot49;11;0.405;good
lot49;12;0.3726;good
lot49;13;0.5670000000000001;good
lot49;14;0.369;good
lot49;15;0.3996;good
lot49;16;0.37799999999999995;good
lot49;17;0.4086;good
lot49;18;0.3636;good
lot49;19;0.4032;good
lot49;20;0.3636;good
lot49;21;0.3906;good
lot49;22;0.369;good
lot49;23;0.3906;good
lot49;24;0.36;good
lot49;25;1.8666;bad
lot50;1;0.37799999999999995;good
lot50;2;0.414;good
lot50;3;0.387;good
lot50;4;1.0314;bad
lot50;5;0.3906;good
lot50;6;0.4176;good
lot50;7;0.3816;good
lot50;8;0.414;good
lot50;9;0.387;good
lot50;10;0.396;good
lot50;11;0.387;good
lot50;12;0.4212;good
lot50;13;0.37799999999999995;good
lot50;14;0.414;good
lot50;15;0.369;good
lot50;16;0.396;good
lot50;17;0.3906;good
lot50;18;0.396;good
lot50;19;0.37799999999999995;good
lot50;20;0.4086;good
lot50;21;0.3816;good
lot50;22;0.3906;good
lot50;23;0.3816;good
lot50;24;0.405;good
lot50;25;0.3816;good
lot51;1;0.396;good
lot51;2;0.37799999999999995;good
lot51;3;0.3816;good
lot51;4;0.3816;good
lot51;5;0.37799999999999995;good
lot51;6;0.37799999999999995;good
lot51;7;0.3726;good
lot51;8;0.369;good
lot51;9;0.3762;good
lot51;10;0.37799999999999995;good
lot51;11;0.37799999999999995;good
lot51;12;0.3816;good
lot51;13;0.37799999999999995;good
lot51;14;0.3726;good
lot51;15;0.37799999999999995;good
lot51;16;0.37799999999999995;good
lot51;17;0.3816;good
lot51;18;0.37799999999999995;good
lot51;19;0.369;good
lot51;20;0.3816;good
lot51;21;0.387;good
lot51;22;0.37799999999999995;good
lot51;23;0.3942;good
lot51;24;0.3996;good
lot51;25;0.4266;good
lot52;1;0.414;good
lot52;2;0.4266;good
lot52;3;0.423;good
lot52;4;0.4356;good
lot52;5;0.405;good
lot52;6;0.4356;good
lot52;7;0.405;good
lot52;8;0.4266;good
lot52;9;0.414;good
lot52;10;0.4320000000000001;good
lot52;11;0.405;good
lot52;12;0.4320000000000001;good
lot52;13;0.4086;good
lot52;15;0.423;good
lot52;16;0.423;good
lot52;17;0.396;good
lot52;18;0.4266;good
lot52;19;0.405;good
lot52;20;0.414;good
lot52;21;0.4086;good
lot52;22;0.414;good
lot52;23;0.3906;good
lot52;24;0.4320000000000001;good
lot52;25;0.3996;good
lot53;1;0.3996;good
lot53;2;0.4608;good
lot53;3;0.4554;good
lot53;4;0.9990000000000001;bad
lot53;5;0.414;good
lot53;6;0.441;good
lot53;7;0.4122;good
lot53;8;0.4536;good
lot53;9;1.008;bad
lot53;10;0.4536;good
lot53;11;0.405;good
lot53;12;0.4428;good
lot53;13;0.3996;good
lot53;14;0.4446;good
lot53;15;0.405;good
lot53;16;0.9864;bad
lot53;17;0.9540000000000001;bad
lot53;18;0.4356;good
lot53;19;0.405;good
lot53;20;0.441;good
lot53;21;0.387;good
lot53;22;0.423;good
lot53;23;0.4176;good
lot53;24;0.4320000000000001;good
lot53;25;1.8;bad
lot54;1;1.0242;bad
lot54;2;1.9386;bad
lot54;3;1.98;bad
lot54;4;1.1376;bad
lot54;5;1.8972;bad
lot54;6;1.89;bad
lot54;7;1.9332;bad
lot54;8;1.8756;bad
lot54;9;1.8972;bad
lot54;10;1.8576;bad
lot54;11;1.89;bad
lot54;12;1.8576;bad
lot54;13;1.0224;bad
lot54;14;1.845;bad
lot54;15;1.0368;bad
lot54;16;1.8666;bad
lot54;17;0.45899999999999996;good
lot54;18;1.053;bad
lot54;19;1.8792;bad
lot54;20;1.845;bad
lot54;21;0.47700000000000004;good
lot54;22;1.8396;bad
lot54;23;1.8378;bad
lot54;24;1.8036;bad
lot54;25;0.4194;good
lot58;1;0.414;good
lot58;2;1.0170000000000001;bad
lot58;3;1.8756;bad
lot58;4;1.9368;bad
lot58;5;1.0656;bad
lot58;6;1.0314;bad
lot58;7;1.0008;bad
lot58;8;1.8864;bad
lot58;9;1.071;bad
lot58;10;1.9062;bad
lot58;11;1.899;bad
lot58;12;1.8972;bad
lot58;13;0.9882;bad
lot58;14;1.9152;bad
lot58;15;0.9828;bad
lot58;16;1.0332;bad
lot58;17;0.9864;bad
lot58;18;0.3816;good
lot58;19;0.9882;bad
lot58;20;1.0098;bad
lot58;21;0.396;good
lot58;22;1.953;bad
lot58;23;0.4122;good
lot58;24;1.9476;bad
lot58;25;0.396;good
lot60;1;0.441;good
lot60;2;0.423;good
lot60;3;0.3996;good
lot60;4;0.4320000000000001;good
lot60;5;0.4176;good
lot60;6;0.4176;good
lot60;7;0.423;good
lot60;8;0.4320000000000001;good
lot60;9;0.4086;good
lot60;10;0.423;good
lot60;11;0.423;good
lot60;12;0.4122;good
lot60;13;0.423;good
lot60;14;0.4266;good
lot60;15;0.4086;good
lot60;16;0.4356;good
lot60;17;0.4212;good
lot60;18;0.4086;good
lot60;19;0.4266;good
lot60;20;0.4302;good
lot60;21;0.414;good
lot60;22;0.441;good
lot60;23;0.4338;good
lot60;24;0.423;good
lot60;25;0.4356;good
lot61;1;1.9692;bad
lot61;2;1.9386;bad
lot61;3;1.1142;bad
lot61;4;1.0134;bad
lot61;5;1.0332;bad
lot61;6;1.7388;bad
lot61;7;1.1052;bad
lot61;8;1.9709999999999999;bad
lot61;9;1.044;bad
lot61;10;1.9512;bad
lot61;11;0.3816;good
lot61;12;1.0296;bad
lot61;13;1.0404;bad
lot61;14;1.9368;bad
lot61;15;1.9872;bad
lot61;16;0.4086;good
lot61;17;1.8738;bad
lot61;18;1.0494;bad
lot61;19;0.4104;good
lot61;20;1.9116;bad
lot61;21;0.396;good
lot61;22;1.008;bad
lot61;23;0.387;good
lot61;24;0.4176;good
lot61;25;1.026;bad
lot63;1;0.3996;good
lot63;2;0.4464;good
lot63;3;1.8486;bad
lot63;4;1.8162;bad
lot63;5;0.3996;good
lot63;6;0.5022;good
lot63;7;1.8072;bad
lot63;8;0.4986;good
lot63;9;0.4104;good
lot63;10;0.9594;bad
lot63;11;0.9864;bad
lot63;12;1.0044;bad
lot63;13;0.9576;bad
lot63;14;0.4176;good
lot63;15;0.9540000000000001;bad
lot63;16;0.9792;bad
lot63;17;0.3996;good
lot63;18;0.9558;bad
lot63;19;0.3996;good
lot63;20;1.7676;bad
lot63;21;0.9558;bad
lot63;22;1.7730000000000001;bad
lot63;23;0.4176;good
lot63;24;1.7748;bad
lot63;25;0.9756;bad
lot65;1;0.4356;good
lot65;2;0.4356;good
lot65;3;0.4392;good
lot65;4;0.3996;good
lot65;5;0.4176;good
lot65;6;0.3996;good
lot65;7;0.4266;good
lot65;8;0.4356;good
lot65;9;0.4356;good
lot65;10;0.396;good
lot65;11;0.4032;good
lot65;12;0.3906;good
lot65;13;0.4320000000000001;good
lot65;14;0.423;good
lot65;15;0.414;good
lot65;16;0.37799999999999995;good
lot65;17;0.405;good
lot65;18;0.3906;good
lot65;19;0.4320000000000001;good
lot65;20;0.423;good
lot65;21;0.405;good
lot65;22;0.37799999999999995;good
lot65;23;0.396;good
lot65;24;0.369;good
lot65;25;0.387;good
lot67;1;0.423;good
lot67;2;1.0242;bad
lot67;3;0.4392;good
lot67;4;0.396;good
lot67;5;0.405;good
lot67;6;0.3996;good
lot67;7;0.405;good
lot67;8;0.3906;good
lot67;9;0.4176;good
lot67;10;0.4014;good
lot67;11;0.396;good
lot67;12;0.3942;good
lot67;13;1.0008;bad
lot67;14;0.9972;bad
lot67;15;0.414;good
lot67;16;0.387;good
lot67;17;0.5472;good
lot67;18;0.3996;good
lot67;19;0.3996;good
lot67;20;0.3852;good
lot67;21;0.423;good
lot67;22;0.423;good
lot67;23;0.414;good
lot67;24;0.423;good
lot67;25;0.4878;good
lot70;1;0.4086;good
lot70;2;0.3888;good
lot70;3;0.3906;good
lot70;4;1.8486;bad
lot70;5;0.387;good
lot70;6;0.387;good
lot70;7;0.9792;bad
lot70;8;0.3816;good
lot70;9;0.3996;good
lot70;10;0.3816;good
lot70;11;0.396;good
lot70;12;1.8648;bad
lot70;13;0.4212;good
lot70;14;0.9702;bad
lot70;15;0.396;good
lot70;16;0.4122;good
lot70;17;0.9666;bad
lot70;18;0.4320000000000001;good
lot70;19;0.9738;bad
lot70;20;0.4068;good
lot70;21;0.9792;bad
lot70;22;1.1502;bad
lot70;23;0.396;good
lot70;24;0.37799999999999995;good
lot70;25;0.972;bad
lot71;1;0.396;good
lot71;2;0.4068;good
lot71;3;0.3996;good
lot71;4;0.4086;good
lot71;5;0.9198;bad
lot71;6;0.3996;good
lot71;7;0.3996;good
lot71;8;0.396;good
lot71;9;0.3816;good
lot71;10;0.9576;bad
lot71;11;0.3906;good
lot71;12;0.3906;good
lot71;13;0.4086;good
lot71;14;0.3906;good
lot71;15;0.3852;good
lot71;16;0.963;bad
lot71;17;0.3906;good
lot71;18;0.3996;good
lot71;19;0.3906;good
lot71;21;0.387;good
lot71;22;0.405;good
lot71;23;1.008;bad
lot71;24;0.4032;good
lot71;25;0.387;good
lot72;1;0.414;good
lot72;2;0.4086;good
lot72;3;0.414;good
lot72;4;0.4176;good
lot72;5;0.4176;good
lot72;6;0.4176;good
lot72;7;0.423;good
lot72;8;0.4212;good
lot72;9;0.9684;bad
lot72;10;0.405;good
lot72;11;0.4212;good
lot72;12;0.414;good
lot72;13;0.972;bad
lot72;14;0.405;good
lot72;15;0.405;good
lot72;16;0.4086;good
lot72;17;0.405;good
lot72;18;0.9828;bad
lot72;19;0.4086;good
lot72;20;0.396;good
lot72;21;0.396;good
lot72;22;0.3996;good
lot72;23;0.4014;good
lot72;24;0.3906;good
lot72;25;0.4104;good
lot74;1;0.369;good
lot74;2;0.3762;good
lot74;3;0.3726;good
lot74;4;0.3816;good
lot74;5;0.3672;good
lot74;6;0.3816;good
lot74;7;0.369;good
lot74;8;0.369;good
lot74;9;0.3726;good
lot74;10;0.3816;good
lot74;11;0.369;good
lot74;12;0.387;good
lot74;13;0.3816;good
lot74;14;0.369;good
lot74;15;0.3726;good
lot74;16;0.3816;good
lot74;17;0.3636;good
lot74;18;0.3816;good
lot74;19;0.3816;good
lot74;20;0.369;good
lot74;21;0.37799999999999995;good
lot74;22;0.3906;good
lot74;23;0.369;good
lot74;24;0.37799999999999995;good
lot74;25;0.37799999999999995;good
lot75;1;0.3942;good
lot75;2;0.4212;good
lot75;3;0.396;good
lot75;4;1.8288;bad
lot75;5;0.396;good
lot75;6;0.4086;good
lot75;7;0.3996;good
lot75;8;0.405;good
lot75;9;0.4086;good
lot75;10;0.4086;good
lot75;11;0.405;good
lot75;12;0.423;good
lot75;13;0.405;good
lot75;14;0.423;good
lot75;15;0.414;good
lot75;16;0.423;good
lot75;17;0.414;good
lot75;18;0.9936;bad
lot75;19;0.4266;good
lot75;20;0.4446;good
lot75;21;0.45;good
lot75;22;0.4446;good
lot75;23;0.45899999999999996;good
lot75;24;0.4752;good
lot75;25;0.46799999999999997;good
lot76;1;0.3816;good
lot76;2;0.396;good
lot76;3;0.37799999999999995;good
lot76;4;0.396;good
lot76;5;0.37799999999999995;good
lot76;6;0.396;good
lot76;7;0.3672;good
lot76;8;0.396;good
lot76;9;0.37799999999999995;good
lot76;10;0.3906;good
lot76;11;0.3636;good
lot76;12;0.396;good
lot76;13;0.3636;good
lot76;14;0.387;good
lot76;15;0.369;good
lot76;16;0.3888;good
lot76;17;0.369;good
lot76;18;0.3996;good
lot76;19;0.3672;good
lot76;20;0.387;good
lot76;21;0.3726;good
lot76;22;0.3906;good
lot76;23;0.369;good
lot76;24;0.405;good
lot76;25;0.3906;good
lot79;1;0.5364;good
lot79;2;1.0098;bad
lot79;3;1.8972;bad
lot79;4;0.9954;bad
lot79;5;0.9936;bad
lot79;6;0.4266;good
lot79;7;1.449;bad
lot79;8;1.0152;bad
lot79;9;0.423;good
lot79;10;0.9990000000000001;bad
lot79;11;1.9080000000000001;bad
lot79;12;0.423;good
lot79;13;0.3996;good
lot79;14;1.0134;bad
lot79;15;1.026;bad
lot79;16;0.5634;good
lot79;17;0.6336;good
lot79;18;1.0188;bad
lot79;19;1.008;bad
lot79;20;1.053;bad
lot79;21;0.423;good
lot79;22;0.9990000000000001;bad
lot79;23;0.4194;good
lot79;24;1.0098;bad
lot79;25;1.9044;bad
lot81;1;0.387;good
lot81;2;0.3906;good
lot81;3;0.396;good
lot81;4;0.4302;good
lot81;5;0.396;good
lot81;6;0.3906;good
lot81;7;0.396;good
lot81;8;0.3816;good
lot81;9;0.396;good
lot81;10;0.387;good
lot81;11;0.3906;good
lot81;12;0.3816;good
lot81;13;0.387;good
lot81;14;0.37799999999999995;good
lot81;15;0.387;good
lot81;16;0.3906;good
lot81;17;0.3816;good
lot81;18;0.3906;good
lot81;19;0.3816;good
lot81;20;0.3726;good
lot81;21;0.3906;good
lot81;22;0.3852;good
